nama_kegiatan,skpd,harga_kontrak,nomor,nama_pekerjaan,metode,npwp,nama_perusahaan,alamat,hps,penawaran,setelah_negosiasi,alamat_pemenang,npwp
Belanja Jasa Konsultansi Perencanaan,SEKRETARIAT DAERAH Bagian Perekonomian,49874000,11/CSR-BukuTjsl/Bag.Ek/2014,Jasa Pengamanan Kantor di Lingkungan Balaikota Bulan Februari,Pengadaan Langsung,70.060.991.0-428.000,PT. JIX NISKALA UTAMA,Jl. Sederhana No.42-C/61 Kel. Pasteur Kec. Sukajadi,134999920,134697750,134340250,PT. JIX NISKALA UTAMA Jl. Sederhana No.42-C/61 Kel. Pasteur Kec. Sukajadi,70.060.991.0-428.000
Belanja Jasa Konsultansi Perencanaan,SEKRETARIAT DAERAH Bagian Perekonomian,49830000,11/CSR-DesainBuku/Bag.Ek/2014,Pengadaan Lampu Taman Balaikota dan Rumah Dinas,Pengadaan Langsung,02.011.667.9-444.000,CV. JELITA ABADI,Jl. Saparako Timur No. 27 Kec. Majalaya,74965000,74558000,74272000,CV. JELITA ABADI Jl. Saparako Timur No. 27 Kec. Majalaya,02.011.667.9-444.000
Belanja Modal Pengadaan HF/ FM (Handy Tlky ),SEKRETARIAT DAERAH Bagian Tata Usaha Sekretariat Daerah,81972000,027/01/SPMP/PPBJ/15.05-TUSetda/2014,Belanja Cetak Buku Saku RPJMD & Belanja Cetak Buku RPJMD,Pengadaan Langsung,07.231.695.3-424.000,PD. PELAJAR PEJUANG,Jl. Pelajar Pejuang 45 No. 86 A,199925000,199595000,199375000,PD. PELAJAR PEJUANG Jl. Pelajar Pejuang 45 No. 86 A,07.231.695.3-424.000
Belanja Cetak,SEKRETARIAT DAERAH Bagian Tata Usaha Sekretariat Daerah,79076250,027/01-01.11/Peng.Pemenang-PPBJ/TU.Setda/2014,Belanja Modal Pengadaan Komputer/PC,Pengadaan Langsung,02.790.557.9-428.000,CV. CIPTA KARYA MANDIRI,Gg. Sejahtera V No. 38 Maleber Andir,197092500,196762500,195855000,CV. CIPTA KARYA MANDIRI Gg. Sejahtera V No. 38 Maleber Andir,02.790.557.9-428.000
Belanja Pakaian Adat Daerah,SEKRETARIAT DAERAH Bagian Tata Usaha Sekretariat Daerah,52767000,027/01-03.05/Pengumuman-PPBJ/Tu.Setda/2014,Belanja Jasa Penyelenggaraan Acara Roadshow Sekolah Adiwiyata Tahun 2014,Pengadaan Langsung,02.009.137.7-423.000,PT. TIARA RASE NIAGA PERDANA,Jl. dr Setiabudhi No.19,99495000,99259870,99000000,PT. TIARA RASE NIAGA PERDANA Jl. dr Setiabudhi No.19,02.009.137.7-423.000
Belanja Pakaian Olahraga,SEKRETARIAT DAERAH Bagian Tata Usaha Sekretariat Daerah,65340000,027/02-03.05/SPMP-PPBJ/Tu.Setda/2014,BDS.40. Pasangan TPT S. Cisaranten Cipagalo Kec. Arcamanik,Pengadaan Langsung,02.204.206.3-429.000,CV. ADITIYA MANDIRI,Jl. Haruman Sari No.7,167871977,167080330,167080330,CV. ADITIYA MANDIRI Jl. Haruman Sari No.7,02.204.206.3-429.000
Belanja Perjalanan Dinas Luar Daerah & Belanja Kursus - kursus singkat /pelatihan,SEKRETARIAT DAERAH Bagian Tata Usaha Sekretariat Daerah,124443000,027/01-05.04/Peng.Pemenang-PPBJ/TU.Setda/2014,Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 16,Pengadaan Langsung,01.280.474.6-429.000,CV. MAMUR SARI PERDANA,Jl. Cisaranten Kulon No.43,68889600,68620500,68448000,CV. MAMUR SARI PERDANA Jl. Cisaranten Kulon No.43,01.280.474.6-429.000
Belanja Kursus - kursus singkat /pelatihan,SEKRETARIAT DAERAH Bagian Tata Usaha Sekretariat Daerah,115170000,027/02-05.04/Pngmn.Pemenag-PPBJ/TU.Setda/2014,Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Tenda Acara Halal Bihalal Karyawan/Ti Pemerintah Kota Bandung Bersama Bapak Walikota Bandung pada Tanggal 14 Agustus 2014 di Sabuga,Pengadaan Langsung,02.333.168.9-429.000,CV. AGS,Jl. Propelat No.8,99671000,99200750,98604550,CV. AGS Jl. Propelat No.8,02.333.168.9-429.000
Pengadaan tabung pemadam thermatic system,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99000000,02/PPBJ.PPPA/PPPL/2014,Pengadaan pakaian tradisional,Pengadaan Langsung,31.693.165.8-429.000,CV. VICKCIA BAROKAH,Jl. Margasari No. 112,94886550,94099500,93234900,CV. VICKCIA BAROKAH Jl. Margasari No. 112,31.693.165.8-429.000
"Jasa Pengamanan Kantor di Lingkungan Rumah Dinas, gedung PKK dan gedung KORPRI bulan Februari",SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,50160000,01/PPBJ.PJPK/PPPL/2014,Belanja Cetak,Pengadaan Langsung,02.081.285.5-422.000,CV. RANCAGE NUSANTARA,JL. KEBON MANGGU GG. LEBE NO. 18 BANDUNG,71749700,70925110,69899500,CV. RANCAGE NUSANTARA JL. KEBON MANGGU GG. LEBE NO. 18 BANDUNG,02.081.285.5-422.000
Pengadaan bantal guling dan bed cover di rumah dinas,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,74388600,03/PPBJ.PM/PPPL/2014,Belanja Sewa Ruang Rapat/Pertemuan & Belanja Makanan dan Minuman Kegiatan,Pengadaan Langsung,01.579.978.6-424.000,CV. SURYA MANDIRI,Jalan Pasir Salam Selatan No.8,57599000,56728100,56693000,CV. SURYA MANDIRI Jalan Pasir Salam Selatan No.8,01.579.978.6-424.000
Pengadaan Karpet Pada Rumah Dinas Wakil Walikota dan Sekda,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,146544970,02/PPBJ.PPRJD/PPPL/2014,Belanja Pakaian Sipil (PSH),Pengadaan Langsung,01.611.943.0-424.000,CV.MITRA LESTARI,Jl. Bumi Kiara No.6,61995450,57391950,54829500,CV.MITRA LESTARI Jl. Bumi Kiara No.6,01.611.943.0-424.000
Pengadaan Tempat Tidur di Rumah Dinas Wakil Walikota Dan Sekda,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,114345000,01/PPBJ.PPRJD/PPPL/2014,Belanja Bahan Bakar Minyak/Gas dan Pelumas,Pengadaan Langsung,21.106.607.1-423.000,CV. MULYA,Jl. LL. R. E. Martadinata No. 79,107568000,107568000,107568000,CV. MULYA Jl. LL. R. E. Martadinata No. 79,21.106.607.1-423.000
Peningkatan Motivasi Kerja Pegawai (Out Bond) Untuk Pegawai Dilingkungan Bagumpal Bertempat Di Pangandaran Pada Tanggal 14 - 16 Maret 2014,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,198000000,01/PPBJ.PKA/PPPL/2014,Belanja Modal Pengadaan Komputer Note Book & Belanja Modal Pengadaan Komputer/PC & Belanja Modal Pengadaan Printer,Pengadaan Langsung,66.181.290.9-422.000,CV. RAF INOVASI,Jl. Mekar Sari No. 10,121308000,119317000,118910000,CV. RAF INOVASI Jl. Mekar Sari No. 10,66.181.290.9-422.000
Pengadaan Cetakan Undangan,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99425700,03/PPBJ.PBCP/PPPL/2014,Belanja Modal Pengadaan Komputer/PC,Pengadaan Langsung,21.051.087.1-424.000,CV. TEKNIKCALL,Jl. Mengger Girang No.3a d/h No.4 Pasirluyu Regol,198935000,198264000,198110000,CV. TEKNIKCALL Jl. Mengger Girang No.3a d/h No.4 Pasirluyu Regol,21.051.087.1-424.000
Jasa Pengamanan Kantor di Lingkungan Rumah Dinas,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,197340000,01/PPBJ.PJPK/PPP/2014,Belanja Pakaian Dinas Harian (PDH) Warna Khaki & Belanja Pakaian Perlindungan Masyarakat (LINMAS) & Belanja Pakaian Dinas Harian (PDH) Warna Bebas,Pengadaan Langsung,02.567.946.5-428.000,CV. PANTES TAILOR,Jl. Kebon Kawung No. 29,174798800,174361000,173360000,CV. PANTES TAILOR Jl. Kebon Kawung No. 29,02.567.946.5-428.000
Belanja Makan dan Minum Tamu Pada Acara Brigadir RW,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,75940000,06/PPBJ.PMM/PPPL,Belanja Bahan Bakar Minyak/Gas dan Pelumas,Pengadaan Langsung,21.106.607.1-423.000,CV MULYA,"jl ll re martadinata 79, bandung",144489600,144489600,144356100,"CV MULYA jl ll re martadinata 79, bandung",21.106.607.1-423.000
Belanja Makan dan Minum Tamu Pada Acara Upacara hari Keselamatan berlalu-Lintas,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,63957000,01/PPBJ.PMM/PPPL/2014,Belanja Pakaian Dinas Harian (PDH) Warna Bebas & Belanja Pakaian Olah Raga & Belanja Pakaian Adat Daerah,Pengadaan Langsung,31.436.809.3-429.000,CV. BANDUNG SELATAN,Jl. Meteor III No. 4,85324250,85272000,85167500,CV. BANDUNG SELATAN Jl. Meteor III No. 4,31.436.809.3-429.000
Pengadaan Pakaian Olahraga Beserta Perlengkapannya,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,74030000,01/PPBJ.PPDBP/PPPL/2014,Belanja Modal Pengadaan Konstruksi/Pembalian Bangunan (Pemeliharaan BPPKB),Pengadaan Langsung,02.568.691.6-424.000,CV. DAENG NURBANY,Jl. Sukaati Permai II No. 19,150102157,150102150,149952000,CV. DAENG NURBANY Jl. Sukaati Permai II No. 19,02.568.691.6-424.000
Belanja Makan dan Minum Tamu Pada Acara Pengarahan Bapak Walikota Kepada RT/RW LPM se Kota Bandung,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,62785000,03/PPBJ.PMM/PPP/2014,Belanja Cetak,Pengadaan Langsung,21.104.365.8-429.000,CV. KAYLA PERDANA,Jalan Riung Sekar Raya No. 34 RT 05/10 Kec. Gedebage,75460000,75152000,74998000,CV. KAYLA PERDANA Jalan Riung Sekar Raya No. 34 RT 05/10 Kec. Gedebage,21.104.365.8-429.000
Pengadaan mesin genset,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,98175000,07/PPBJ.PPPA/PPPL/2014,Belanja Bahan Bakar Minyak/Gas dan Pelumas,Pengadaan Langsung,21.106.607.1-423.000,CV MULYA,Jl LL.R.E Martadinata No. 79,150717600,150717600,150584100,CV MULYA Jl LL.R.E Martadinata No. 79,21.106.607.1-423.000
Pengadaan meubelair set lengkap tempat tidur di ruang tidur anak II pendopo,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,96375400,10/PPBJ.PM/PPPL/2014,Belanja Kursus-kursus singkat/pelatihan (Out Bound),Pengadaan Langsung,02.789.620.8-429.000,CV.DWI SURYA ABADI,JL. MARGAWANGI SELATAN IV NO. 190 RT.007 RW.013 CIJAURA BUAHBATU,125345000,124300000,124091000,CV.DWI SURYA ABADI JL. MARGAWANGI SELATAN IV NO. 190 RT.007 RW.013 CIJAURA BUAHBATU,02.789.620.8-429.000
"Belanja Bunga Ucapan Berupa Bunga Potong, Bunga Meja Dll Bulan Maret 2014",SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,58916000,05/PPBJ.PJPPK/PPPL/2014,Belanja Peralatan Kebersihan dan Bahan Pembersih,Pengadaan Langsung,01.910.235.9-424.000,CV. SUCI LESTARI,Jl. Sukarame I No. 184/132 E,199386000,198759000,198132000,CV. SUCI LESTARI Jl. Sukarame I No. 184/132 E,01.910.235.9-424.000
Pengadaan meubelair set lengkap tempat tidur di ruang tidur utama pendopo,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,148513750,09/PPBJ.PM/PPPL/2014,Belanja Bahan Percontohan (Sample),Pengadaan Langsung,02.065.289.7-423.000,CV. TRI KEMBAR UTAMA,JL. SEKELOA TIMUR NO 90,82221785,81735660,81349950,CV. TRI KEMBAR UTAMA JL. SEKELOA TIMUR NO 90,02.065.289.7-423.000
"Belanja Bunga Ucapan Berupa Bunga Potong, Bunga Meja Dll Bulan Februari 2014",SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,58366000,01/PPBJ.PJPPK/PPPL/2014,Pembangunan Gedung Arsip,Pengadaan Langsung,31.423.605.0-429.000,CV. JI,Jl. Pasanggrahan Raya No. 30,199628649,197321640,196065930,CV. JI Jl. Pasanggrahan Raya No. 30,31.423.605.0-429.000
Pengadaan Alat Listrik dan Elektronik Untuk Balaikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,74536000,01/PPBJ.PME/PPPL/2014,Belanja Jasa Penyelenggaraan Acara Cross Country Adiwiyata,Pengadaan Langsung,02.009.137.7-423.000,PT. TIARA RASE NIAGA PERDANA,Jl. dr Setiabudhi No.19,99307120,99307120,98690020,PT. TIARA RASE NIAGA PERDANA Jl. dr Setiabudhi No.19,02.009.137.7-423.000
Pengadaan piring/gelas/mangkok/cangkir/sendok/garpu/pisau pada rumah dinas Wakil Walikota dan Sekda,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,98942250,02/PPBJ.PPARJD/PPPL/2014,Belanja Modal Pengadaan Printer & Belanja Modal Pengadaan UPS/ Stabilizer & Belanja Modal Pengadaan Kelengkapan Komputer,Pengadaan Langsung,01.612.185.7-424.000,CV. LAMAJANG JAYA,Jl. Sriwijaya IV No. 13 Bandung,64438000,64154200,63965000,CV. LAMAJANG JAYA Jl. Sriwijaya IV No. 13 Bandung,01.612.185.7-424.000
Pengadaan meubelair set lengkap tempat tidur di ruang tidur anak 1 pendopo,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99412500,11/PPBJ.PM/PPPL/2013,Perbaikan Atap Gedung,Pengadaan Langsung,01.612.185.7-424.000,CV. LAMAJANG JAYA,Jl. Sriwijaya IV No. 13 Bandung,53891036,53699360,53066420,CV. LAMAJANG JAYA Jl. Sriwijaya IV No. 13 Bandung,01.612.185.7-424.000
Pengadaan Cetakan SPP dan SPM,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,73981600,07/PPBJ.PBCP/PPPL/2014,Belanja Modal Pengadaan Kamera,Pengadaan Langsung,01.210.809.8-445.000,CV NURSARI,JL MANGGAHANG I NO.69 BALEENDAH,114400000,114207500,113971000,CV NURSARI JL MANGGAHANG I NO.69 BALEENDAH,01.210.809.8-445.000
Pengadaan meubelair set meja lengkap di ruang kerja pendopo,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,124135000,12/PPBJ.PM/PPPL/2013,Belanja Cetak,Pengadaan Langsung,02.065.293.9-423.000,CV GIMMA RAKSASA,Jl. Kebon Pisang No.62/34 B,55000000,53625000,52250000,CV GIMMA RAKSASA Jl. Kebon Pisang No.62/34 B,02.065.293.9-423.000
Kebersihan di lingkungan rumah dinas,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,124495220,02/PPBJ.PJKK/PPPL/2014,Belanja Pemeliharaan Bangunan Kantor (Belanja Pemeliharaan/Penataan Ruang Pimpinan),Pengadaan Langsung,02.203.802.0-429.000,CV. ANUGERAH PUTRI,JL. PURWAKARTA III NO. 30 BANDUNG,189971030,187244520,186295630,CV. ANUGERAH PUTRI JL. PURWAKARTA III NO. 30 BANDUNG,02.203.802.0-429.000
Kebersihan di lingkungan gedung PKK dan Korpri,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,130801380,03/PPBJ.PJPK/PPPL/2014,Belanja Jasa Cleaning Service,Pengadaan Langsung,01.548.639.2-441.000,PT DAPENSI TRIO USAHA,JL. PHH MUSTOFA NO. 35,145200000,145200000,145200000,PT DAPENSI TRIO USAHA JL. PHH MUSTOFA NO. 35,01.548.639.2-441.000
Pengadaan Cetakan Kantong,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,73227000,04/PPBJ.PBCP/PPPL/2014,Belanja Jasa Service,Pengadaan Langsung,21.105.649.4-424.000,CV. ARDISTI,Jl. Sunda 93A,99467500,99280500,99148500,CV. ARDISTI Jl. Sunda 93A,21.105.649.4-424.000
Pengadaan meubelair lemari set lengkap ruang tidur utama Pendopo,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99226710,08/PPBJ.PM/PPPL/2014,Belanja Pakaian Perlindungan Masyarakat (LINMAS),Pengadaan Langsung,21.147.952.2-429.000,CV. BAGUS JAYA,Komp Bukit Citra Biru Blok E 23 Cibiru,147686000,146392400,145745600,CV. BAGUS JAYA Komp Bukit Citra Biru Blok E 23 Cibiru,21.147.952.2-429.000
"Penyediaan jasa penyelenggaraan acara dalam rangka silaturahmi Walikota Bandung bersama warga masyarakat,TP PKK-Dharma Wanita Persatuan dalam rangka peresmian Gedung Graha Binangkit pada Tanggal 16 April 2014",SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,58520000,02/PPBJ.PKKPN/PPPL/2014,Belanja Bimbingan Teknis,Pengadaan Langsung,21.070.575.2-424.000,CV. GLOBAL MANDIRI,Jl.Karapitan 2 No.14 B,149435000,149314000,148890500,CV. GLOBAL MANDIRI Jl.Karapitan 2 No.14 B,21.070.575.2-424.000
Pengadaan Sepeda Listrik,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,89100000,02/PPBJ.PKDO/PPPL/2014,Belanja Modal Pengadaan Mic Conference dan Sound System,Pengadaan Langsung,02.333.168.9-429.000,CV. AGS,Jl. Propelat No.8,99605000,98158500,97647000,CV. AGS Jl. Propelat No.8,02.333.168.9-429.000
Cenderamata Berupa Batik,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,74745000,02/PPBJ.PBLK/PPPL/2014,Belanja modal pengadaan note book,Pengadaan Langsung,31.491.030.8-429.000,CV. WARNA MARIPARI,Jl. AH. Nasution no 304,77682000,77550000,77385000,CV. WARNA MARIPARI Jl. AH. Nasution no 304,31.491.030.8-429.000
Pengadaan infocus di lingkungan Balaikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,74250000,10/PPBJ.PPPA/PPPL/2014,Belanja Cetak,Pengadaan Langsung,01.149.870.6-424.000,CV. MARGA BHAKTI,JL. Kebaktian II No. 78,134750000,132511500,130297750,CV. MARGA BHAKTI JL. Kebaktian II No. 78,01.149.870.6-424.000
Pengadaan ATK Pada Sub Bag Perlengkapan,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,59331910,01/PPBJ.PATK/PPPL/2014,Belanja Modal Pengadaan Peralatan Jaringan Komputer,Pengadaan Langsung,31.696.349.5-429.000,CV. KANAKA GLOBAL,Jl. Cikajang 5 No. 39,74934200,74934200,74830800,CV. KANAKA GLOBAL Jl. Cikajang 5 No. 39,31.696.349.5-429.000
Pengadaan ATK Pada Sub Bag RTP,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,58439260,03/PPBJ.PATK/PPPL/2014,PRB.11 Penataan Kantor UPT PCA,Pengadaan Langsung,01.219.201.9-422.000,CV. SULUNG UNGGUL,Jl. Citepus II No. 35 Bandung 40173,63031297,62985620,62982840,CV. SULUNG UNGGUL Jl. Citepus II No. 35 Bandung 40173,01.219.201.9-422.000
Renovasi dan Penataan Ruangan UP2K,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99113000,04/PPBJ.PRBGK/PPPL/2014,Perencanaan Kolaboratif Konsep Desain Lingkungan Trotoar (Design Action),Pengadaan Langsung,31.708.071.1-424.000,PT. PILAR PRIMA PARAHYANGAN,Jalan Beunteur No.1 Buah Batu,173241728,173207620,172991610,PT. PILAR PRIMA PARAHYANGAN Jalan Beunteur No.1 Buah Batu,31.708.071.1-424.000
Pengadaan Cetakan Pada Sub Bagian Perlengkapan,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,59084300,05/PPBJ.PBCP/PPPL/2014,Rehabilitasi Gudang Cinambo,Pengadaan Langsung,02.084.367.8-424.000,CV PRIMA JAYA ABADI,JL.SEKOLAH INTERNASIONAL KOMP. SUKALAKSANA NO. 9 BANDUNG,184337694,182405720,180579340,CV PRIMA JAYA ABADI JL.SEKOLAH INTERNASIONAL KOMP. SUKALAKSANA NO. 9 BANDUNG,02.084.367.8-424.000
Pengadaan Cetakan Pada Sub Bagian Protokol,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,59028750,01/PPBJ.PBCP/PPPL/2014,Rehabilitasi Saluran dan gorong-gorong JL.Cisitu Indah VI,Pengadaan Langsung,01.219.201.9-422.000,CV. SULUNG UNGGUL,Jl. Citepus II No. 35 Bandung 40173,187924184,184610910,184263140,CV. SULUNG UNGGUL Jl. Citepus II No. 35 Bandung 40173,01.219.201.9-422.000
Renovasi dan Penataan Gedung PKK,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,189035490,03/PPBJ.PRBGK/PPPL/2014,"Peningkatan Jl.Margawangi II, VII, VIII",Pengadaan Langsung,01.435.962.4-423.000,CV. TANJUNG RAYA,JL. BEKATONIK NO.19,198920768,197957890,197501610,CV. TANJUNG RAYA JL. BEKATONIK NO.19,01.435.962.4-423.000
Perbaikan Paving Blok Tempat Parkir ASDA III,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,174272450,07/PPBJ.PRBGK/PPPL/2014,Pembangunan PJU JL GEDEBAGE SELATAN,Pengadaan Langsung,31.682.733.6-423.000,CV. PUSAKA PERDANA,JL. SEKEPANJANG I NO. 54 05/10BANDUNG,155097198,154952850,154638410,CV. PUSAKA PERDANA JL. SEKEPANJANG I NO. 54 05/10BANDUNG,31.682.733.6-423.000
Pembuatan Teras Kolam Wakil Walikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99407040,03/PPBJ.PRBRJ/PPPL/2014,Rehabilitasi/Pemeliharaan Periodik Jl.Gatot Subroto Simpang Jl.Malabar,Pengadaan Langsung,02.064.296.3-421.000,CV. SUKAJAYA,JL. SUKAJAYA NO. 10 CIBABAT KOTA CIMAHI,139749727,138906290,138443150,CV. SUKAJAYA JL. SUKAJAYA NO. 10 CIBABAT KOTA CIMAHI,02.064.296.3-421.000
Laburan Sekitar Plaza Balaikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,74509550,10/PPBJ.PRBGK/PPPL/2014,Rehabilitasi Jl.Banten,Pengadaan Langsung,02.203.659.4-429.000,CV. SATRIA NUGRAHA,Jl. Jatiwangi VIII No. 1,199241650,198195820,197732770,CV. SATRIA NUGRAHA Jl. Jatiwangi VIII No. 1,02.203.659.4-429.000
Perbaikan Bocoran Gedung Lama,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99622840,09/PPBJ.PRBGK/PPPL/2014,Pengadaan bahan material konstruksi Tahap 7 (Bangku Batu alam Type C),Pengadaan Langsung,66.855.327.4-445.000,CV.GEMILANG MITRA SEJAHTERA,JL.Raya Cisondari RT.01/01 Desa Cisondari Kecamatan Pasirjambu,193545000,193050000,192060000,CV.GEMILANG MITRA SEJAHTERA JL.Raya Cisondari RT.01/01 Desa Cisondari Kecamatan Pasirjambu,66.855.327.4-445.000
Laburan Benteng Keliling Balaikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,149092900,08/PPBJ.PRBGK/PPPL/2014,Jl. Cikutra Baru VI,Pengadaan Langsung,31.682.733.6-423.000,CV. PUSAKA PERDANA,JL. SEKEPANJANG I NO. 54 05/10BANDUNG,72135833,71953740,71672230,CV. PUSAKA PERDANA JL. SEKEPANJANG I NO. 54 05/10BANDUNG,31.682.733.6-423.000
Laburan Rumdin Sekda dan Perbaikan bocoran-bocoran,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,199488780,02/PPBJ.PRBRJ/PPPL/2014,Peningkatan Jl.Riung Mulya,Pengadaan Langsung,01.241.089.0-446.000,CV. SRI HERYANI,Jl. Angkrek No. 164 Sumedang,134266953,133464650,132998790,CV. SRI HERYANI Jl. Angkrek No. 164 Sumedang,01.241.089.0-446.000
Pengadaan meubelair sofa set lengkap rumdin Sekda,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99522500,14/PPBJ.PM/PPPL/2014,"Jl. Nagrog II (Jl. Babakan Teureup s/d Ujung Jalan), Jl. Kramat ( Jl. Nagrog s/d Ujung Jalan )",Pengadaan Langsung,01.612.151.9-429.000,CV. PUJI,Jl. Cijaura Girang V No. 50 Bandung,133257079,133087230,132882940,CV. PUJI Jl. Cijaura Girang V No. 50 Bandung,01.612.151.9-429.000
Laburan Rumdin Wakil Walikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99110110,06/PPBJ.PRBRJ/PPPL/2014,"Belanja Bahan Baku Bangunan, Lokasi Kali Sekemala RW.11 Kel. Pasanggrahan Kec. Ujung Berung",Pengadaan Langsung,31.580.819.6-429.000,CV.SEJAHTERA,Jl.Taruna Baru IV No. 50 PAV,193124800,192744200,192621000,CV.SEJAHTERA Jl.Taruna Baru IV No. 50 PAV,31.580.819.6-429.000
Penggantian Pemasangan Talang-talang Paralon Balaikota,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,149091510,17/PPBJ.PRBGK/PPPL/2014,PPS-12 Pasangan TPT S. Citepus III Kec. Cicendo,Pengadaan Langsung,02.789.649.7-429.000,CV. PARAS PRIMA,Jl. Kadipaten 8 No. 10 Antapani,116121724,115819920,115715420,CV. PARAS PRIMA Jl. Kadipaten 8 No. 10 Antapani,02.789.649.7-429.000
Renovasi dan Penataan Ruang Kantor eks. Dispora,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,148861190,11/PPBJ.PRBGK/PPPL/2014,PPS-27 Pasangan TPT / Suntikan Pasangan Sal. Leuwi Limus I Kec. Sukajadi,Pengadaan Langsung,02.761.153.2-421.000,CV. SYAM KARYA,jl. raya cipeundeuy kab. bandung barat,190551266,189935670,189732170,CV. SYAM KARYA jl. raya cipeundeuy kab. bandung barat,02.761.153.2-421.000
Laburan Gedung Sayap Barat,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,149034600,13/PPBJ.PRBGK/PPPL/2014,PPS-19 Pasangan TPT / Jembatan Penyebrangan Sal. Cipaganti I Kec. Coblong,Pengadaan Langsung,31.783.688.0-429.000,CV. GENTAR JAYA,"JL.PALASARI III RT.004 RW.007 KEL.PALASARI,BANDUNG",133293113,133009480,132910550,"CV. GENTAR JAYA JL.PALASARI III RT.004 RW.007 KEL.PALASARI,BANDUNG",31.783.688.0-429.000
Pengadaan Pakaian LINMAS,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,52937500,03/PPBJ.PPDBP/PPPL/2014,Rehabilitasi/Pemeliharaan Periodik Jl.Labuan,Pengadaan Langsung,02.244.509.2-424.000,CV. LAKSANA JAYA MANDIRI,jl. papanggunggan XIII No. 117 Kebon kangkung kiaracondong bandung,198380262,197735890,197427890,CV. LAKSANA JAYA MANDIRI jl. papanggunggan XIII No. 117 Kebon kangkung kiaracondong bandung,02.244.509.2-424.000
Penggantian Atap Sirap BEP/LPSE,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,99399920,06/PPBJ.PRBGK/PPPL/2014,Jl. Embah Malim ( Mulai Jl. kiaracondong s/d Ujung Jalan ),Pengadaan Langsung,01.613.256.5.422.000,CV. CIPTA TRI DAYA,Jl. Moh Toha No. 218 Bandung,71632837,71346360,71063220,CV. CIPTA TRI DAYA Jl. Moh Toha No. 218 Bandung,01.613.256.5.422.000
Laburan Gedung Sayap Timur,SEKRETARIAT DAERAH Bagian Umum & Perlengkapan,149100600,12/PPBJ/PRBGK/PPPL/2014,"Peningkatan Jl.Saturnus Barat VII, VIII, IX dan X",Pengadaan Langsung,31.774.519.8-429.000,CV. BINTANG JAYA SENTOSA,Jl. Cikampek 16 No.30 Antapani,154795404,154470670,154139330,CV. BINTANG JAYA SENTOSA Jl. Cikampek 16 No.30 Antapani,31.774.519.8-429.000
